,term,term_score,idf_score,REF_score,EPMC%coverage
435,monte carlo methods,1844.2179978,5.594711379601837,4,1.43274
436,participant observation,1576.1638683000022,5.356586274672011,36,1.45908
437,chicago school,282.7019274000001,6.716594773520978,0,3.96982
438,multiple regression,23020.66791650002,3.2958368660043287,3,11.08262
439,confirmatory factor analysis,14837.797209299983,3.58351893845611,2,0.83368
440,univariate analysis,2993.196664600007,4.564348191467836,0,4.2956
441,dispersion,783.5092079000011,6.709304340258298,61,3.48106
442,bootstrapping,1245.5055083000007,5.564520407322693,3,0.57512
443,resampling,441.23515160000017,6.356107660695892,2,0.44482
444,agent-based simulation,263.6361236,8.013674142832683,2,0.4896
445,unfolding method,35.4312625,9.019179866515024,0,0.47973999999999994
446,sensitising concepts,62.0622036,8.293299358711323,0,0.00456
447,natural logarithm,289.4712576999998,6.689599269178967,0,0.51808
448,naturalistic inquiry,252.2690821,6.836259277277068,0,0.028839999999999998
449,cohort effects,860.6424283999995,6.480044561926652,4,7.6513
450,snowball sampling,927.5441683999996,5.655991810819852,1,0.12694
451,kendall's rank correlation,2109.959022900001,6.042632833682381,0,0.07166
452,internal validity,1348.386226099999,5.393627546352364,1,2.6974
453,random factors,552.2934117999998,6.2709884318582985,0,11.21128
454,permutation,439.7692464,6.898714534329987,1,0.89202
455,nash equilibrium,158.83884009999994,9.019179866515024,0,0.0512
456,funnel plots,551.5014338999998,7.05444965813294,2,0.3042
457,aptitude tests,2061.2217546999977,5.442417710521793,0,0.131
458,epidemiology,1825.4428449000006,5.087596335232384,258,14.626320000000002
459,levels of measurement,1120.1150115,5.4847969334906574,0,14.142539999999999
460,elite interviews,288.85715919999996,7.344719054149673,6,0.03872
461,theory testing,2333.829967399997,4.787491742782046,0,2.80368
462,significance testing,4329.7508280999955,4.5217885770490405,0,8.20384
463,online surveys,4173.744492099992,4.382026634673881,13,1.32284
464,kurtosis,802.7951885000003,6.07993319509559,1,0.27402
465,observed frequencies,578.1344735,6.246106765481563,0,6.79604
466,spearman's rank order correlation,4197.827052599996,4.919980925828125,0,0.5593600000000001
467,semi-structured interviews,5644.939052700009,4.1588830833596715,62,1.0109
468,goodness-of-fit test,5811.040550099991,4.174387269895637,0,0.9613200000000001
469,ideologies,7772.0868947000135,4.430816798843313,37,0.0847
470,standard error,15224.655257100045,3.4657359027997265,1,13.04646
471,creative interviewing,5.1740025,10.341032554107702,0,0.32284
472,cohort studies,1339.8019613,5.402677381872278,46,16.51908
473,crisis of representation,31.734392,8.894121641382213,0,0.13884000000000002
474,impression management,6872.132772300012,4.736198448394496,2,0.70028
475,partial correlation,4932.815563899997,4.553876891600541,1,4.8529
476,association models,478.6540989,6.597145701886651,1,16.23074
477,open coding,902.0144225999996,5.752572638825632,1,6.700819999999999
478,field relations,165.0643624999999,7.0825485693553,1,1.66376
479,game theory,313.46826590000006,6.947937068614969,4,0.40142
480,computer-assisted qualitative data analysis,154.66139450000009,7.0925737159746784,0,0.31574
481,observational research,20973.54474480002,2.9444389791664403,9,5.01386
482,diffuse comparisons,13.7033524,9.935567445999537,0,0.85714
483,functionalism,481.6866033,6.683360945766275,1,0.00868
484,falsification,599.8625389000001,6.77078942390898,0,0.09137999999999999
485,qualitative measures,376.74026489999983,6.511745329644728,1,2.4722
486,diagnostics,1159.6943217000007,5.648974238161206,202,5.7933
487,statistical control,420.50327220000014,6.464588303689961,1,28.008879999999998
488,t-test,14916.934617700024,3.1780538303479458,1,53.20834
489,scientific method,1465.2218567999987,5.159055299214528,5,12.24564
490,professional skills,527.0322863000001,6.253828811575472,16,1.81198
491,repeated measures design,4696.685276699997,4.248495242049359,1,3.9621800000000005
492,relational data,95.258805,7.8559321997186125,4,0.58232
493,markov chain,952.2695343999997,6.135564891081739,18,0.69428
494,research report,2923.9259924999956,4.343805421853683,300,47.39332
495,covariance matrix,3402.847310699993,4.74493212836325,1,1.2441
496,representation of reality,321.10084590000025,6.539585955617667,1,0.47594
497,cross-sectional design,8079.379420600006,3.6375861597263857,0,4.63784
498,investigator bias,255.1651517,6.77078942390898,0,1.04862
499,census data,3744.9104016000047,4.584967478670572,29,1.8883599999999998
500,lorenz curve,1.2031788,11.03417973466765,0,0.06608
501,forecasting,1238.7271288000004,6.882437470997847,143,1.91314
502,naturally occurring data,274.45059840000005,6.843749949006225,0,2.78966
503,research bias,1943.7489272,5.075173815233828,0,12.4139
504,sample bias,1468.0994600999998,5.123963979403259,0,7.74826
505,social reality,4876.455239100002,4.262679877041316,3,1.15382
506,rhetoric,3027.1209063999977,5.3230099791384085,71,0.15882000000000002
507,question formation,414.3491721,6.139884552226255,0,6.0845199999999995
508,personality inventories,7194.560505300031,4.30406509320417,0,0.04382
509,categorical variables,1054.9509632000004,5.6167710976665735,0,4.04104
510,cohort analysis,157.78242859999997,7.1731917424865985,5,13.04134
511,epistemology,2630.215490199998,4.890349128221754,14,0.07216
512,documentary analysis,342.4263901000001,6.626717749249027,19,0.08814
513,experimental groups,13013.92853279999,3.6375861597263857,3,21.335279999999997
514,statistical significance,5071.043671600003,4.1588830833596715,11,19.90372
515,social change,12650.500657000011,3.4657359027997265,86,8.1893
516,dependent variables,29882.185498499915,2.5649493574615367,2,7.4154800000000005
517,experimental design,19364.761526100006,2.772588722239781,29,13.7574
518,theory,61386.59583309946,1.9459101490553128,1195,15.9807
519,process theory,1581.7060086000006,5.288267030694535,1,6.44486
520,nvivo,96.92865939999996,7.6496926237115135,0,0.22014
521,atlas.ti,48.62185610000001,8.54927308487965,0,0.21345999999999998
522,small area estimation,0,11.727334985438429,3,2.6398
523,research with children,18405.1499145,2.9957322735539917,47,21.9503
524,random effects model,2408.1255832,5.424950017481403,1,8.39076
525,ordinary least squares,2159.4753731999995,5.493061443340548,4,0.34592
526,ratio scales,629.2769994000001,6.7855876450079275,0,2.28428
527,purposive sampling,888.6285778000004,5.497168225293202,1,0.2761
528,spatial analysis,712.5327518999997,6.173786103901937,27,8.20302
529,social media research,4059.604444600002,6.1092475827643655,1,2.4943400000000002
530,odds ratio,5853.272702500009,4.6443908991413725,23,7.84744
531,individual differences,26713.514424899986,2.8332133440562166,31,24.88268
532,intervention studies,58176.712710399726,2.5649493574615367,21,14.00622
533,ethnographic interviews,208.59743370000007,7.162397497355718,0,0.15598
534,ontology,2145.0111102999986,5.493061443340548,35,1.5888799999999998
535,syntax,1409.5184004000002,5.843544417031361,40,0.32248000000000004
536,homogeneity of variance,736.7674761,5.66988092298052,1,0.78878
537,mixed effects model,1230.2005872000007,6.008813185442595,0,8.76416
538,narrative research,16915.125596300044,3.8501476017100575,1,0.9759200000000001
539,multicollinearity,535.7388837000003,5.963579343618448,0,0.32702
540,action science,309.8184993000001,7.370230641807081,0,9.25106
541,action research,1857.8395706000013,5.5373342670185375,189,26.22164
542,oral history research,1131.3726515999992,6.375024819828098,7,4.20102
543,textual analysis,960.6443722999996,5.902633333401368,22,0.20622
544,grounded theory,4302.156778799998,5.198497031265826,15,0.59568
545,narrative analysis,1017.4948575000006,5.831882477283517,6,0.75232
546,informed consent,4702.360446999985,4.043051267834549,19,15.211039999999999
547,research ethics,3855.458172199998,4.442651256490317,18,13.06504
548,research funding,3576.535508899989,4.276666119016055,280,16.77218
549,residuals,1935.4993683000007,5.093750200806762,4,1.27948
550,historicism,94.3547483,8.261526448396468,3,0.0018800000000000002
551,qualitative comparative analysis,212.6974381,7.492760300922379,3,1.21928
552,online interviews,330.2067110000001,7.0825485693553,2,0.7628
553,intercoder reliability,789.5125127,6.0112671744041615,0,0.021159999999999998
554,organizational research,863.8125051000003,5.700443573390688,0,2.1269400000000003
555,best linear unbiased estimator,9.262357699999999,9.935567445999537,0,0.054439999999999995
556,box-score method,4.5137363,10.628714626559486,0,1.69354
557,vulnerable groups,20370.163720599998,3.5263605246161616,46,2.74146
558,mobile methodologies,24.4831991,8.954673628956414,0,0.17107999999999998
559,p-value,9715.904715999955,4.043051267834549,13,43.31262
560,contingency tables,1049.1332431000003,5.961005339623274,1,0.36332
561,thesis,461.9510303000001,6.480044561926652,217,2.44824
562,in-depth interviews,3983.369137299992,4.804021044733257,65,1.0560399999999999
563,cointegration,36.55303580000001,9.329367078397825,0,0.01892
564,personal narratives,1310.3665749999989,5.739792912179233,8,0.28542
565,projective techniques,1094.3709176999996,6.139884552226255,2,0.13054000000000002
566,contextual effects,1314.6747910999998,5.68697535633982,2,1.0865
567,feminist epistemology,170.87097060000005,7.943072717277932,0,0.00288
568,frankfurt school,260.08940730000006,7.05444965813294,2,0.22061999999999998
569,indexicality,89.61581479999998,8.591743922680534,1,0.0009599999999999999
570,unit non-response,3.8078868,10.341032554107702,0,8.74328
571,spurious correlation,248.653438,7.1316985104669115,1,0.45692
572,expert interviews,560.8696476999999,7.383368146992383,7,0.55488
573,subjectivity,4912.524846500002,4.727387818712341,42,0.33812
574,multiple methods,623.1122197999998,6.028278520230697,8,36.68594
575,telephone surveys,594.3618942000004,6.428105272684598,0,0.9776600000000001
576,post-hoc analysis,5890.071032400011,4.189654742026425,0,5.53558
577,queer theory,711.9105442000001,7.344719054149673,11,0.02012
578,insider action research,0,11.727334985438429,0,0.01728
579,design-based research,140.30428599999996,7.422971251049421,2,26.332240000000002
580,mindfulness,9608.276542299998,5.71042701737487,6,0.23942
581,dissertation,154.7862898,7.320526962272742,41,1.6493400000000003
582,thurstone scales,113.03429209999999,7.920446505142608,0,0.00528
583,maxqda,1.9033048,11.03417973466765,0,0.02658
584,continuous variables,2270.266830300001,4.875197323201151,1,7.280639999999999
585,poetic inquiry,339.0774872999998,7.204892510204673,0,0.006640000000000001
586,consensus,5264.708334099999,4.7535901911063645,382,11.48518
587,ecological validity,1833.754631500004,5.0998664278242005,5,0.39328
588,external validity,2177.564077700001,5.075173815233828,5,1.6332200000000001
589,multiple-choice questions,3165.1607761000023,4.997212273764115,2,2.06588
590,exogenous variables,886.0945207999989,5.934894195619588,0,0.7026
591,communicating and disseminating research,1003.1747644999997,5.488937726156687,1,0.03138
592,introspection,1347.1037581000012,6.049733455231958,3,0.08588
593,publishing your research,187.8849268,7.111512116496158,0,1.3225799999999999
594,collective behavior,562.2606122000002,6.716594773520978,1,0.6842199999999999
595,ordinal scales,529.4156264000005,6.3421214187211525,0,0.23828000000000002
596,deconstruction,574.8767942000002,6.689599269178967,13,0.06863999999999999
597,algorithms,6293.580785200009,4.68213122712422,412,8.46846
598,pilot studies,18447.10191939999,2.9957322735539917,42,5.15054
599,databases,2416.656705000001,5.170483995038151,191,8.5729
600,presenting research,12660.511866399946,3.3672958299864737,9,8.64362
601,confidentiality,1248.6596339000016,5.71042701737487,100,1.7178799999999999
602,regulation,12625.568139300027,3.9889840465642745,706,41.13382
603,computer-assisted personal interviews,132.46459929999997,7.8351837552667485,0,0.14842
604,non-response,1266.9379124000004,5.62040086571715,7,50.67944
605,item non-response,209.0544309,7.7016523626422275,0,2.4539
606,statistical power,3333.3123756000077,4.477336814478207,8,9.450439999999999
607,critical discourse analysis,274.97264419999993,7.357556200910352,3,0.18532
608,population parameters,373.9872813,6.843749949006225,1,10.29368
609,matrix algebra,94.55835490000001,7.898411092811599,0,0.10268
610,structuralism,622.6924455000002,6.274762021241939,4,0.005220000000000001
611,arima,129.89545629999998,8.954673628956414,2,0.15546
612,correlation,73806.94491889987,1.9459101490553128,175,35.3763
613,social network research,449.7599576000002,6.579251212010101,0,2.72024
614,cluster analysis,7787.385279000005,4.624972813284272,14,9.45598
615,qualitative data analysis,4212.938774,4.442651256490317,1,5.98414
616,interview schedules,1842.3874547000007,5.225746673713202,0,0.20174
617,secondary data analysis,1161.6106649000012,5.648974238161206,6,21.97174
618,qualitative interviewing,6440.988702900015,4.0943445622221,1,0.27242
619,cramer's v,701.0227271999997,6.914730892718563,0,0.1807
620,sociometry,8070.117344899998,4.6913478822291435,0,0.006540000000000001
621,youth-led research,16.902789900000002,9.530102337891377,0,0.5699
622,matrix representation,67.78125240000001,8.200837258379849,0,2.07746
623,jackknife methods,39.0455668,9.088172738001974,0,0.10405999999999999
624,sampling distribution,1261.4580799999997,5.641907070938113,0,8.2047
625,normal distribution,5664.337905399989,4.290459441148391,2,24.15796
626,internet research,3356.6362218000045,4.804021044733257,9,3.1705200000000002
627,virtual ethnography,14.8134492,10.117872862176439,0,0.00458
628,participatory research,1513.7557253999987,5.886104031450156,56,0.47973999999999994
629,parametric statistics,263.2268930000001,6.633318433280377,1,1.29978
630,probability,14650.509655500158,3.6375861597263857,177,14.779420000000002
631,truth claims,412.642265,6.590301048196688,1,0.26264
632,combining data,472.84820770000016,6.102558594613569,9,6.84508
633,measurement error,3836.425450200005,4.7535901911063645,9,6.3135
634,big data,358.94204469999994,7.396335293800808,30,2.48506
635,stata,235.77683260000006,6.843749949006225,2,2.21818
636,spss,1705.8698547999984,4.997212273764115,6,8.393139999999999
637,nonprobability sampling,266.58263960000005,6.792344427470808,0,0.013880000000000002
638,metric variables,85.68835090000003,7.719573989259581,0,0.8512799999999999
639,interpretive repertoires,418.86363219999987,8.395025557442029,0,0.00274
640,fixed effects model,1017.7357168,6.135564891081739,0,10.580919999999999
641,face validity,1675.3757131999994,5.2094861528414205,7,1.5063
642,fuzzy logic,127.66275240000002,8.54927308487965,6,0.15238
643,retrospective data,1029.2705105,5.572154032177764,4,10.03962
644,hierarchical linear models,3705.204751500003,5.1647859739235145,0,0.83134
645,intentionality,2363.547883899996,5.7235851019523825,4,0.06692000000000001
646,field notes,731.3726545999997,6.284134161070802,3,1.62684
647,quantitative data analysis,7359.1601177999955,3.713572066704309,2,18.0586
648,social network analysis,1144.6337547999985,6.4085287910594975,14,2.30658
649,hazard rates,290.607994,7.989560449333865,0,2.02628
650,bracketing,540.7756002000001,6.3421214187211525,0,0.08962
651,fragmentation,765.1662130000003,6.0063531596017325,51,3.7367199999999996
652,autocorrelation,1277.9278098000002,6.200509174042691,10,0.62866
653,empirical data,2591.3533943000016,4.532599493153255,54,5.08368
654,random sampling,4018.3857992000026,4.23410650459726,4,4.31608
655,fisher's exact test,1597.6024725000007,5.7430031878094825,0,3.10376
656,attrition,1937.4720795000005,5.420534999272285,28,1.15238
657,factor scales,3128.9280106000024,4.795790545596741,0,3.25678
658,observation schedules,0,11.727334985438429,1,0.36506
